Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Albania,imports ,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.167,0.183,0.2,0.323,0.65,0.104,0.082,0.157,0.15,0.2,0.711,1.069,1.113,1.3,1.8,2.2,1.242,0.477,0.371,0.611,2.838,2.434,1.965,1.005,3.475,3.23,2.323,3.25,2.355,1.827,2.914628,0.85048,3.176515,3.239,2.252
Algeria,imports ,Africa,0.07,0.103,0.09,0.109,0.167,0.121,0.145,0.12,0.191,0.201,0.205,0.135,0.125,0.125,0.067,0.215,0.285,0.312,0.3,0.15,0.25,0.15,0.237,0.223,0.211,0.359,0.382,0.279,0.274,0.33,0.736,0.657,0.936,0.295,0.686,0.61,0.257,0.537,0.506,0.531,0.513,0.501934692
American Samoa,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,imports ,Central & South America,0.024,0.02,0.051,0.0,0.0,0.0,0.0,0.18,0.311,0.55,0.89,1.097,3.26,2.0,1.2,2.35,3.7,5.265,7.9,6.5,7.245,7.42,8.7,7.578,7.612,8.017,7.418,10.275,8.458,8.601,10.301,10.929,8.118,8.043,10.028,9.018,9.851,10.531,9.842,10.948,7.802,6.349
Armenia,imports ,Eurasia,,,,,,,,,,,,,0.325,0.114,0.02,0.015,0.0,0.0,0.0,0.46,0.4,0.33,0.3,0.307,0.26,0.3376,0.3549,0.4187,0.343,0.291,0.246,0.205,0.098,0.148,0.206,0.174,0.275,0.319,0.204,0.293,0.32,0.368
Aruba,imports ,Central & South America,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,imports ,Europe,3.164,2.862,3.125,4.396,5.401,6.051,5.962,3.997,5.572,5.912,6.838,8.503,9.15,8.072,8.22,7.3,9.428,9.01,10.305,11.608,13.824,14.467,15.375,19.002,16.629,20.397,21.257,22.13,19.796,19.542,19.908697,24.976711,23.429714,24.959571,26.711724,29.389162,26.36616,29.362425,28.0761359,26.0468469,24.5224919,26.4361928
Azerbaijan,imports ,Eurasia,,,,,,,,,,,,,0.85,0.31,0.54,0.9,0.775,1.6,0.9,1.63,0.9,1.2,2.4,2.5,2.373,2.082,1.766,0.548,0.216,0.11,0.1,0.128,0.141,0.127,0.124,0.108,0.114,0.108,0.1312,0.137,0.137,0.152
Bahrain,imports ,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.013,0.085,0.168,0.192,0.227,0.035,0.07,0.24,0.205,0.276,0.556,0.652,0.652,0.652,0.652
Bangladesh,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.265,3.38,3.822,4.656,4.783,6.786,6.671,6.555002879
Barbados,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,imports ,Eurasia,,,,,,,,,,,,,9.85,9.61,7.8,10.07,11.144,10.5,10.2,10.18,10.0,7.32,8.4,9.0,7.975,9.091,10.149,9.406,7.085,8.404,7.767,9.289,10.398,9.382,7.806,6.104,6.319,5.992,3.257,3.059,4.277,4.277
Belgium,imports ,Europe,6.285,5.562,4.634,4.038,4.453,5.497,5.308,5.66,5.708,5.056,4.785,4.998,5.849,7.59,9.1,9.4,9.637,9.975,7.83,9.059,11.645,15.818,16.658,14.664,14.567,14.328,18.853,15.816,17.158,9.486,12.395,13.189002,16.848,17.243001,21.790999,23.714002,14.648,14.189398,21.6358999,12.7343405,13.7219436,15.1936775
Belize,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.181,0.189,0.236,0.254,0.21,0.225,0.248,0.216,0.16,0.171,0.238,0.234,0.233,0.255,0.243,0.23,0.235,0.38373,0.35,0.35
Benin,imports ,Africa,0.117,0.136,0.166,0.182,0.16,0.167,0.165,0.169,0.17,0.185,0.189,0.203,0.238,0.24,0.242,0.255,0.27,0.27,0.255,0.3,0.37,0.42,0.437,0.52,0.578,0.595,0.59,0.579,0.662,0.866,1.006,1.012,1.099,1.077,0.939,1.048,1.089,1.111321,1.293173,1.093,0.646,0.646
Bermuda,imports ,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,imports ,Asia & Oceania,0.005,0.006,0.007,0.004,0.009,0.021,0.005,0.005,0.004,0.004,0.003,0.005,0.003,0.003,0.003,0.004,0.004,0.025,0.015,0.021,0.02,0.016,0.024,0.018,0.021,0.018,0.035,0.022,0.009,0.064,0.132,0.04,0.059,0.112,0.159,0.125,0.087,0.092,0.134,0.09637,0.1,0.1
Bolivia,imports ,Central & South America,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.006,0.006,0.012,0.025,0.016,0.019,0.015,0.0,0.008,0.007,0.01,0.016,0.01,0.009,0.009,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,imports ,Europe,,,,,,,,,,,,,0.6,0.575,0.6,0.4,0.385,0.387,0.424,0.4,1.6,1.262,1.019,2.016,1.653,2.251,3.015,3.743,3.412,2.887,3.076,4.171,4.481,3.167,3.162,3.872,3.084,3.346,3.092,2.825,3.266,3.259
Botswana,imports ,Africa,0.0,0.01,0.082,0.16,0.186,0.223,0.24,0.072,0.072,0.065,0.084,0.106,0.08,0.159,0.31,0.34,0.685,0.748,0.689,0.85,0.986,1.183,1.473,1.874,1.91,1.975,2.207,2.519,2.728,2.793,2.985,3.139,3.272,2.819,1.684,1.468,1.65,1.288,1.189452,1.746238,1.83769,1.83769
Brazil,imports ,Central & South America,0.142,0.034,0.014,3.4,3.124,2.409,12.6,17.4146,17.9835,21.906,24.4,27.088,24.55,28.21,33.11,35.46,40.213,40.478,39.412,39.9,43.0,37.86,36.57,38.2,37.392,39.202,41.447,40.866,42.901,41.064,35.906,38.43,40.722,40.334,33.778,34.642,41.313,36.511,34.98,25.156,25.113,23.147
British Virgin Islands,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,imports ,Europe,4.698,4.497,4.441,4.582,4.637,7.451,5.427,5.326,5.226,5.434,5.436,3.083,3.15,1.65,1.2,2.0,1.803,0.8,0.565,1.7,0.964,0.83,2.04,1.283,0.741,0.799,1.139,3.058,3.097,2.662,1.167,1.449,2.353,3.351,4.319,4.251,4.568,3.705,2.223,3.045,3.706736,1.857
Burkina Faso,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.1105,0.0692,0.0962,0.1253,0.1393,0.124,0.1357,0.1446,0.3845,0.4952,0.5149,0.5316,0.488382,0.443,0.6297,0.6454,0.8374,1.087266,1.0,1.061478571
Burma,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi,imports ,Africa,0.039,0.041,0.037,0.036,0.035,0.042,0.026,0.012,0.012,0.013,0.016,0.023,0.023,0.035,0.043,0.029,0.035,0.035,0.029,0.035,0.03,0.035,0.035,0.052,0.063,0.071,0.075,0.077,0.076,0.092,0.095,0.099,0.099,0.103,0.091,0.096,0.1,0.1,0.1,0.1,0.1,0.1
Cabo Verde,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.013,0.018,0.029,0.054,0.103,0.276,0.725,1.547,1.826,2.105,2.279,1.803,1.547,1.582,1.442,1.567,3.063,3.82,3.605209587
Cameroon,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.754,0.729,0.018,0.017,0.018243,0.01937,0.019134,0.02,0.01987146
Canada,imports ,North America,4.399618632,3.278011265,7.458289863,3.641434106,1.252173376,1.427748792,3.69713819,2.493064815,3.932689023,12.36336703,15.543,1.688,1.836,2.692,0.941,2.468,1.936,7.47,11.683276,12.953,12.685,16.105612,15.231079,23.584513,22.482109,19.676695,23.623767,19.380104,23.864071,18.163423,18.686212,14.961599,10.88722,11.370751,12.120716,10.770966,9.302534,9.893296,13.194693,13.334136,9.811685,10.067376
Cayman Islands,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.19,1.351,1.8,1.7,1.903,2.152,2.285,1.62766,1.154,1.348,0.958,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,imports ,Asia & Oceania,0.308,0.237,0.33,0.43,0.8,1.11,1.21,1.3,1.51,1.55,1.93,3.11,4.98,4.5,1.63,0.755,0.124,0.089,0.1,0.366,1.546,1.8,2.3,2.975,3.4,5.011,5.389,4.251,3.842,6.006,5.545,6.562,6.874,7.438,6.75,6.21,6.185,6.423,5.688,4.858,4.751,4.772423567
Colombia,imports ,Central & South America,0.044,0.086,0.038,0.039,0.03,0.005,0.005,0.0,0.0,0.226,0.225,0.2,0.34,0.302,0.3,0.32,0.164,0.1,0.085,0.04,0.1,0.04,0.008,0.075,0.048,0.016,0.021,0.0394,0.077,0.021,0.01,0.008,0.0065,0.029,0.047,0.045,0.378,0.078162,0.121967,1.764821,1.3015891,0.4574924
Comoros,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo-Brazzaville,imports ,Africa,0.007,0.019,0.026,0.057,0.08,0.084,0.129,0.148,0.149,0.061,0.014,0.075,0.108,0.11,0.112,0.115,0.12,0.12,0.126,0.2,0.26,0.25,0.4,0.359,0.404,0.418,0.411,0.449,0.436,0.44,0.281,0.027,0.025,0.056,0.018,0.013,0.021,0.022,0.028,0.023,0.018,0.018
Congo-Kinshasa,imports ,Africa,0.01,0.014,0.011,0.009,0.007,0.007,0.003,0.003,0.003,0.005,0.005,0.002,0.002,0.053,0.055,0.058,0.3,0.3,0.055,0.045,0.053,0.012,0.02,0.003,0.001,0.071,0.014,0.076,0.083,0.105,0.161,0.044,0.626,0.63,1.138,0.02,0.02,0.668,0.163,0.385,0.41,0.364506406
Cook Islands,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,imports ,Central & South America,0.0,0.0,0.0,0.003,0.002,0.001,0.177,0.28,0.28,0.241,0.289,0.194,0.05,0.1,0.0,0.02,0.24,0.115,0.077,0.001,0.022,0.13,0.035,0.1,0.202,0.081,0.14889,0.20322,0.096,0.151,0.164,0.283,0.419,0.531,0.759,0.537,0.313,0.032,0.066,0.34,0.118,0.006
Cote d'Ivoire,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.022,0.054,0.0,0.0,0.023,0.019,0.037,0.102,0.0766,0.0766,0.062087828
Croatia,imports ,Europe,,,,,,,,,,,,,3.532,3.58,4.6,4.4,3.371,4.608,5.2,3.0,4.386,3.744,3.927,4.499,5.339,8.802,8.374,7.926,12.254,11.892,12.415,13.985,13.174,11.26,10.898,13.158,12.398,12.158,12.693,11.401,10.491,10.66131262
Cuba,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,imports ,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,imports ,Europe,,,,,,,,,,,,,,5.952,5.445,6.74,8.811,9.013,8.4,8.98,8.725,9.38,9.502,10.086,9.776,12.351,11.466,10.204,8.52,8.586,6.642,10.456999,11.586999,10.571,11.841999,16.146001,13.816998,15.071999,11.5734099,11.0262128,13.3680506,15.1529799
Denmark,imports ,Europe,1.98,7.867,4.418,8.135,7.044,3.155,2.165,4.172,5.857,11.66,11.773,3.075,8.647,6.28,1.8,4.012,3.782,3.793,3.28,5.223,8.417,8.199,8.939,7.023,8.673,12.943,6.767,10.427,12.815,11.208,10.599,11.694,15.919999,11.458998,12.701998,15.644747,14.976459,15.218107,15.633609,16.6648911,18.3012874,19.4447133
Djibouti,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.3143,0.4495,0.5082,0.526,0.53,0.53,0.53
Dominica,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,imports ,Central & South America,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.02,0.025,0.055,1.12,1.642,1.723,1.57,0.86099,0.5,1.12,0.873,1.295,0.238,0.662,0.837,0.512,0.082,0.019,0.106072,0.0058,0.251,0.251
Egypt,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.214,0.228,0.153,0.174,0.168,0.208,0.251,0.126,0.183,0.152,0.102,0.077,0.061,0.051,0.054,0.065,0.081,0.07,0.095,0.098,0.098
El Salvador,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.018,0.018,0.006,0.011,0.007,0.098,0.09,0.105,0.033,0.043,0.106,0.061,0.46,0.9,0.7,0.43,0.433,0.466,0.322,0.011,0.038,0.083,0.208,0.174,0.216,0.163,0.283,0.589,0.963,1.066,1.675,1.824,1.45,0.774,0.774
Equatorial Guinea,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,imports ,Africa,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,imports ,Europe,,,,,,,,,,,,,0.2,0.221,0.4,0.245,0.24,0.24,0.14,0.13,0.3,0.1,0.412,0.093,0.347,0.345,0.251,0.345,1.369,3.025,1.099999,1.69,2.71,2.712,3.730001,5.451998,3.577,2.280999,3.053,4.861,7.3651819,7.333
Eswatini,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.25,0.3,0.41,0.357,0.567,0.53,0.577,0.618,0.571,0.608,0.615,0.6,0.62,0.639,0.799,0.8,0.697,0.864,0.936,0.983,0.919,0.909,0.806,0.813,0.822,0.86,0.978,1.077,1.064,1.02,0.942,1.044,0.914,0.919833279
Ethiopia,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falkland Islands,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,imports ,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,imports ,Europe,2.374,2.77,4.052,5.459,5.637,5.635,6.215,6.104,7.794,9.337,11.1,7.931,9.067,8.013,7.2,7.3,5.367,8.105,9.582,11.356,12.206,11.769,13.464,11.882,11.667,17.948,14.118,15.419,16.107,15.46,15.718999,17.656,19.089,17.591002,21.622001,21.458999,22.110001,22.203999,22.548,23.938,21.6470001,23.999141
Former Czechoslovakia,imports ,Europe,3.38,3.22,3.1,3.76,4.57,6.076,3.738,5.644,5.997,7.47,7.654,5.015,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Serbia and Montenegro,imports ,Europe,,,,,,,,,,,,,1.55,0.0,0.0,0.0,0.0,0.037,0.2,3.222,4.4,3.6,4.713,4.576,5.975,6.751,,,,,,,,,,,,,,,,
Former U.S.S.R.,imports ,Eurasia,0.3,0.3,0.3,0.3,0.3,1.9,1.6,1.2,1.0,1.0,1.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Yugoslavia,imports ,Europe,1.304,2.45,3.199,2.681,2.751,2.663,2.644,2.583,1.147,2.188,2.749,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,imports ,Europe,15.639,10.939,9.452,7.327,5.424,5.52,7.907,8.852,7.716,8.105,6.674,5.516,4.455,3.663,3.725,2.86,3.617,4.24,4.59,4.965,3.695,4.5,3.705,6.959,6.571,8.062,8.522,10.782,10.748,18.517,19.474999,9.501,12.213001,11.687,7.872999,9.961,19.903001,21.119181,13.5120899,15.6317501,19.5361022,24.5321058
French Guiana,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
French Polynesia,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.388,0.337,0.348,0.456,0.511,0.511,0.511,0.5475
"Gambia, The",imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,imports ,Eurasia,,,,,,,,,,,,,1.5,1.05,1.1,0.95,0.4,0.653,0.72,0.44,0.45,0.8,0.605,1.071,1.281,1.468,0.756,0.43,0.558,0.255,0.232,0.477,0.615,0.484,0.853,0.699,1.329,1.751,1.522,1.763,1.7119,3.19
Germany,imports ,Europe,,,,,,,,,,,,30.416,28.25,33.628,35.92,39.735,37.404,38.02,38.315,40.598,45.134,45.779,48.37,49.107,48.187,56.861,48.464,45.953,41.67,41.859,42.962,51.003,46.267998,39.222,40.435001,37.008001,28.338002,27.841998,31.7269999,40.1285872,47.6726135,51.335563
